elapsed_s,FRET_mA,FRET_V,DAMPER_mA,DAMPER_V,PICK_mA,PICK_V
55.056,0.00,9.84,543.75,0.00,-1.25,0.67
55.076,0.00,10.76,667.50,0.00,0.00,0.67
55.097,1.25,9.95,676.25,0.00,0.00,0.67
55.120,2.50,9.39,297.50,0.88,0.00,0.67
55.140,1.25,10.07,355.00,0.00,0.00,0.67
55.160,1.25,9.75,857.50,0.00,0.00,0.67
55.180,65.00,10.03,332.50,0.00,-1.25,0.67
55.200,1.25,9.74,875.00,0.00,0.00,0.67
55.219,1.25,10.04,668.75,1.30,0.00,0.67
55.239,1.25,9.88,588.75,0.00,0.00,0.67
55.258,0.00,9.55,691.25,0.00,-1.25,0.67
55.278,0.00,10.64,690.00,0.00,0.00,0.67
55.298,0.00,9.58,688.75,0.00,-1.25,0.67
55.317,1.25,10.83,687.50,0.00,0.00,0.67
55.337,-1.25,9.69,410.00,0.00,-1.25,0.67
55.359,1.25,11.60,696.25,0.00,0.00,0.67
55.385,1.25,9.67,881.25,0.00,1.25,0.67
55.405,0.00,10.06,37.50,0.00,-1.25,0.67
55.425,1.25,9.95,862.50,0.00,0.00,0.67
55.444,1.25,9.58,453.75,0.00,-1.25,0.67
55.464,-320.00,10.03,736.25,0.00,-1.25,0.67
55.484,1.25,9.60,876.25,0.00,0.00,0.67
55.503,-2.50,10.03,451.25,0.04,1.25,0.67
55.523,1.25,9.72,441.25,0.00,0.00,0.67
55.542,1.25,11.06,688.75,0.00,0.00,0.67
55.562,1.25,9.92,701.25,0.00,-2.50,0.67
55.582,1.25,9.45,98.75,0.00,0.00,0.67
55.602,0.00,10.03,768.75,0.00,0.00,0.67
55.624,1.25,9.56,853.75,0.00,0.00,0.67
55.643,1.25,11.49,677.50,0.00,0.00,0.67
55.664,0.00,9.68,367.50,0.00,0.00,0.67
55.684,0.00,10.19,652.50,0.00,0.00,0.67
55.703,0.00,9.82,732.50,0.00,-1.25,0.67
55.723,1.25,9.98,110.00,0.00,-1.25,0.67
55.742,0.00,11.51,886.25,0.00,-1.25,0.67
55.762,1.25,9.56,743.75,0.00,0.00,0.67
55.781,0.00,10.11,238.75,0.00,1.25,0.67
55.801,1.25,9.78,875.00,0.00,1.25,0.67
55.820,0.00,10.04,551.25,2.09,1.25,0.67
55.841,0.00,9.88,343.75,0.00,0.00,0.67
55.863,1.25,10.06,521.25,0.00,-1.25,0.67
55.885,0.00,10.11,886.25,0.00,-1.25,0.66
55.908,-1.25,11.63,463.75,1.08,-1.25,0.66
55.931,0.00,9.93,382.50,0.00,-1.25,0.66
55.951,0.00,9.62,875.00,0.00,-1.25,0.66
55.970,2.50,10.04,490.00,0.00,0.00,0.66
55.991,1.25,9.62,393.75,0.00,0.00,0.66
56.010,0.00,11.67,687.50,0.06,-1.25,0.66
56.030,1.25,9.77,691.25,0.00,-1.25,0.66
56.049,1.25,10.14,-127.50,0.00,0.00,0.66
56.069,2.50,9.93,872.50,0.00,-1.25,0.66
56.088,0.00,9.50,715.00,1.56,0.00,0.67
56.110,-7.50,11.71,771.25,0.00,0.00,0.66
56.132,1.25,9.58,415.00,0.00,-1.25,0.66
56.157,0.00,11.10,881.25,0.00,1.25,0.66
56.178,1.25,9.54,682.50,0.00,0.00,0.66
56.198,-1.25,10.15,155.00,0.00,0.00,0.66
56.219,1.25,9.88,827.50,0.00,-1.25,0.66
56.239,-91.25,10.03,25.00,0.00,0.00,0.66
56.259,0.00,9.88,863.75,0.00,0.00,0.66
56.280,1.25,10.07,538.75,0.00,-1.25,0.66
56.300,1.25,10.00,878.75,0.00,-1.25,0.66
56.323,1.25,9.75,695.00,0.00,0.00,0.66
56.351,0.00,9.98,740.00,0.00,0.00,0.66
56.380,-96.25,10.14,711.25,0.00,0.00,0.66
56.410,1.25,9.65,862.50,0.00,-1.25,0.66
56.434,1.25,10.97,736.25,0.00,-1.25,0.66
56.458,1.25,9.70,620.00,2.07,-1.25,0.66
56.485,1.25,9.92,810.00,0.00,0.00,0.66
56.507,1.25,9.47,736.25,0.00,-1.25,0.66
56.529,0.00,10.03,700.00,0.00,0.00,0.66
56.549,1.25,9.56,423.75,0.00,1.25,0.66
56.568,0.00,11.20,693.75,0.00,-1.25,0.66
56.588,0.00,9.68,731.25,0.00,0.00,0.66
56.607,0.00,10.10,22.50,0.00,-1.25,0.66
56.627,0.00,9.85,742.50,0.00,-1.25,0.66
56.649,1.25,9.46,650.00,0.00,-1.25,0.66
56.668,1.25,11.54,885.00,0.00,-1.25,0.66
56.689,1.25,9.51,358.75,0.00,-1.25,0.66
56.709,1.25,11.36,647.50,0.00,-1.25,0.66
56.728,1.25,9.66,761.25,0.00,-1.25,0.66
56.748,0.00,10.18,337.50,0.00,0.00,0.66
56.767,1.25,9.88,887.50,0.00,0.00,0.66
56.787,1.25,9.39,361.25,1.48,-1.25,0.66
56.806,8.75,10.05,321.25,0.00,1.25,0.66
56.826,2.50,9.64,865.00,0.00,0.00,0.66
56.845,5.00,10.03,552.50,2.35,0.00,0.66
56.867,1.25,9.72,870.00,0.00,0.00,0.66
56.888,-3.75,10.03,232.50,0.00,-1.25,0.66
56.908,0.00,9.83,677.50,0.00,0.00,0.66
56.931,11.25,10.03,-107.50,0.00,0.00,0.66
56.957,1.25,9.79,868.75,0.00,1.25,0.66
56.978,11.25,10.04,688.75,0.00,0.00,0.66
56.998,-308.75,9.91,700.00,0.00,-1.25,0.66
57.019,0.00,9.46,805.00,0.23,1.25,0.66
57.038,5.00,10.02,758.75,0.00,-1.25,0.66
57.057,1.25,9.59,845.00,0.00,0.00,0.66
57.077,2.50,11.66,683.75,0.00,-2.50,0.66
57.096,1.25,9.71,728.75,0.00,0.00,0.66
57.115,1.25,10.12,632.50,0.00,-1.25,0.66
57.137,-1.25,9.88,757.50,0.00,-1.25,0.66
57.156,2.50,9.43,352.50,0.00,0.00,0.66
57.176,1.25,11.48,550.00,0.00,-1.25,0.66
57.195,0.00,9.62,778.75,0.00,-1.25,0.66
57.215,2.50,10.09,-98.75,0.00,-1.25,0.66
57.235,0.00,9.82,881.25,0.00,0.00,0.66
57.254,7.50,10.03,568.75,2.43,-1.25,0.66
57.274,0.00,9.94,401.25,0.00,0.00,0.66
57.293,1.25,9.50,851.25,0.00,1.25,0.66
57.313,-5.00,10.03,530.00,1.79,-2.50,0.66
57.332,1.25,9.65,875.00,0.00,0.00,0.66
57.353,48.75,11.50,693.75,0.66,0.00,0.66
57.378,1.25,9.64,695.00,0.00,-1.25,0.66
57.399,1.25,10.04,545.00,1.90,0.00,0.66
57.423,1.25,9.70,787.50,0.00,0.00,0.66
57.442,1.25,10.68,668.75,0.00,-1.25,0.66
57.463,1.25,9.82,755.00,0.00,-1.25,0.66
57.482,1.25,9.95,-67.50,0.00,0.00,0.65
57.502,0.00,10.63,883.75,0.00,0.00,0.66
57.522,1.25,9.56,605.00,0.00,0.00,0.66
57.547,-158.75,10.03,726.25,0.00,0.00,0.65
57.570,1.25,9.45,710.00,0.00,1.25,0.66
57.599,0.00,9.92,885.00,0.00,0.00,0.65
57.624,-1.25,10.93,692.50,0.00,1.25,0.65
57.653,0.00,9.69,865.00,0.00,0.00,0.65
57.676,0.00,10.03,672.50,0.00,0.00,0.65
57.702,1.25,9.74,875.00,0.00,1.25,0.65
57.724,-1.25,10.04,105.00,0.00,-2.50,0.65
57.743,-1.25,9.88,871.25,0.00,0.00,0.65
57.763,0.00,10.07,491.25,0.00,-1.25,0.65
57.782,1.25,9.96,516.25,0.00,0.00,0.65
57.802,-1.25,9.58,878.75,0.00,-2.50,0.65
57.821,1.25,10.03,400.00,0.00,1.25,0.65
57.841,1.25,9.67,493.75,0.00,0.00,0.65
57.860,0.00,11.59,676.25,0.00,0.00,0.65
57.880,2.50,9.81,696.25,0.00,1.25,0.65
57.900,0.00,10.12,-73.75,0.00,-1.25,0.65
57.920,1.25,9.96,842.50,0.00,0.00,0.65
57.940,1.25,9.50,557.50,0.00,0.00,0.65
57.959,1.25,11.51,690.00,0.00,0.00,0.65
57.979,2.50,9.62,750.00,0.00,0.00,0.65
57.999,2.50,10.13,683.75,0.00,0.00,0.65
58.022,1.25,9.71,615.00,0.00,-1.25,0.65
58.042,0.00,11.44,113.75,0.00,0.00,0.65
58.061,1.25,9.86,868.75,0.00,0.00,0.65
58.081,2.50,9.44,646.25,0.00,0.00,0.65
58.100,1.25,10.12,173.75,0.00,0.00,0.65
58.119,0.00,9.60,876.25,0.00,1.25,0.65
58.139,1.25,10.05,505.00,0.00,-1.25,0.65
58.162,1.25,9.69,791.25,0.00,-1.25,0.65
58.181,1.25,10.03,508.75,0.00,1.25,0.65
58.200,0.00,9.92,793.75,0.00,0.00,0.65
58.220,0.00,9.43,648.75,2.27,-1.25,0.65
58.239,10.00,10.04,170.00,0.00,0.00,0.65
58.259,0.00,9.64,750.00,0.00,-1.25,0.65
58.278,1.25,11.22,567.50,2.52,1.25,0.65
58.297,0.00,9.79,723.75,0.00,-1.25,0.65
58.317,0.00,10.54,553.75,0.00,-2.50,0.65
58.338,0.00,9.94,771.25,0.00,0.00,0.65
58.357,1.25,9.48,467.50,0.00,1.25,0.65
58.377,0.00,10.03,653.75,0.00,-1.25,0.65
58.401,-1.25,9.62,876.25,0.00,0.00,0.65
58.422,-15.00,10.03,60.00,0.00,0.00,0.65
58.442,0.00,9.65,867.50,0.00,0.00,0.65
58.461,1.25,10.06,683.75,0.00,0.00,0.65
58.481,1.25,9.81,751.25,0.00,-1.25,0.65
58.500,0.00,9.40,651.25,0.00,0.00,0.65
58.520,0.00,10.96,725.00,0.00,-1.25,0.65
58.539,-2.50,9.53,778.75,0.00,0.00,0.65
58.559,1.25,11.84,672.50,0.00,1.25,0.65
58.578,1.25,9.68,721.25,0.00,0.00,0.65
58.598,1.25,10.03,541.25,0.00,-1.25,0.65
58.618,0.00,9.92,886.25,0.00,-2.50,0.65
58.637,-1.25,9.40,390.00,1.07,0.00,0.65
58.658,1.25,11.57,877.50,0.00,-1.25,0.65
58.680,1.25,9.51,731.25,0.00,0.00,0.65
58.699,0.00,10.16,338.75,0.00,1.25,0.65
58.718,0.00,9.86,873.75,0.00,0.00,0.65
58.738,20.00,10.04,111.25,0.00,1.25,0.65
58.757,0.00,9.88,600.00,0.00,0.00,0.65
58.777,2.50,9.52,727.50,0.00,0.00,0.65
58.796,6.25,10.03,747.50,0.00,0.00,0.65
58.816,0.00,9.55,688.75,0.00,-1.25,0.65
58.835,0.00,10.71,688.75,0.00,0.00,0.65
58.855,0.00,9.75,765.00,0.00,0.00,0.65
58.875,1.25,10.04,693.75,0.00,1.25,0.65
58.898,-1.25,9.81,713.75,0.00,-1.25,0.65
58.918,0.00,11.64,706.25,0.00,0.00,0.65
58.939,58.75,9.94,742.50,0.00,0.00,0.65
58.959,-1.25,9.49,595.00,0.00,0.00,0.65
58.980,-163.75,10.03,706.25,0.00,1.25,0.65
58.999,0.00,9.62,671.25,0.00,1.25,0.65
59.019,2.50,10.03,471.25,0.00,0.00,0.65
59.044,0.00,9.56,750.00,0.00,0.00,0.65
59.066,1.25,10.14,-72.50,0.00,0.00,0.65
59.086,0.00,9.89,877.50,0.00,-1.25,0.65
59.105,8.75,10.04,515.00,1.93,-1.25,0.65
59.125,-1.25,9.94,312.50,0.00,-1.25,0.64
59.144,0.00,9.57,856.25,0.00,-1.25,0.64
59.163,25.00,10.03,516.25,1.52,0.00,0.65
59.183,1.25,9.67,396.25,0.00,-1.25,0.64
59.203,1.25,10.95,683.75,1.00,-1.25,0.65
59.222,0.00,9.80,631.25,0.00,0.00,0.64
59.242,-1.25,10.83,690.00,0.00,1.25,0.64
59.262,2.50,9.95,882.50,0.00,0.00,0.65
59.281,1.25,9.52,701.25,0.00,0.00,0.65
59.302,1.25,11.15,692.50,0.00,0.00,0.64
59.322,-1.25,9.61,750.00,0.00,0.00,0.65
59.341,0.00,10.06,428.75,0.00,-1.25,0.64
59.361,0.00,10.03,870.00,0.00,0.00,0.64
59.385,1.25,11.04,673.75,0.00,0.00,0.64
59.405,0.00,9.88,742.50,0.00,0.00,0.64
59.425,1.25,9.42,265.00,0.00,-1.25,0.64
59.445,0.00,10.71,875.00,0.00,0.00,0.64
59.466,0.00,9.54,710.00,0.00,0.00,0.64
59.485,1.25,10.81,705.00,0.14,-1.25,0.64
59.505,1.25,9.70,783.75,0.00,0.00,0.64
59.524,0.00,10.38,41.25,0.00,0.00,0.64
59.544,0.00,10.01,866.25,0.00,-1.25,0.64
59.563,1.25,9.44,666.25,0.00,0.00,0.64
59.583,0.00,10.16,185.00,0.00,0.00,0.64
59.603,1.25,9.78,725.00,0.00,0.00,0.64
59.623,0.00,10.03,67.50,0.00,-1.25,0.64
59.643,1.25,9.76,876.25,0.00,-1.25,0.64
59.662,-2.50,10.03,511.25,1.42,0.00,0.64
59.682,1.25,9.89,381.25,0.00,0.00,0.64
59.703,0.00,9.55,633.75,1.18,0.00,0.64
59.722,10.00,10.03,612.50,0.00,0.00,0.64
59.742,-1.25,9.58,352.50,0.00,1.25,0.64
59.761,-1.25,10.04,691.25,0.00,0.00,0.64
59.781,1.25,9.76,695.00,0.00,-1.25,0.64
59.800,0.00,10.15,-152.50,0.00,-1.25,0.64
59.820,1.25,10.01,878.75,0.00,0.00,0.64
59.839,0.00,9.44,490.00,1.01,0.00,0.64
59.858,2.50,10.11,-391.25,0.00,-1.25,0.64
59.878,0.00,9.87,865.00,0.00,0.00,0.64
59.897,0.00,10.04,383.75,2.03,0.00,0.64
59.917,0.00,9.84,386.25,0.00,0.00,0.64
59.939,1.25,10.03,171.25,0.00,-1.25,0.64
59.959,2.50,9.98,783.75,0.00,-1.25,0.64
59.979,1.25,9.42,682.50,2.15,0.00,0.64
59.998,1.25,10.03,-87.50,0.00,0.00,0.64
60.018,2.50,9.65,770.00,0.00,0.00,0.64
60.037,2.50,10.04,582.50,2.21,-1.25,0.64
60.059,1.25,9.79,867.50,0.00,0.00,0.64
60.083,0.00,11.39,686.25,1.54,0.00,0.64
60.107,1.25,9.72,568.75,0.00,-1.25,0.64
60.126,0.00,11.49,688.75,0.00,0.00,0.64
60.146,2.50,9.87,870.00,0.00,-1.25,0.64
60.165,-1.25,9.42,607.50,0.00,1.25,0.64
60.185,-1.25,10.11,881.25,0.00,0.00,0.64
60.204,-1.25,9.53,762.50,0.00,0.00,0.64
60.226,0.00,11.28,653.75,0.00,0.00,0.64
60.245,1.25,9.86,870.00,0.00,0.00,0.64
60.266,0.00,10.15,-202.50,0.00,0.00,0.64
60.285,-1.25,10.08,885.00,0.00,-1.25,0.64
60.304,1.25,9.43,590.00,1.56,1.25,0.64
60.324,0.00,10.04,351.25,0.00,0.00,0.64
60.343,0.00,9.65,867.50,0.00,0.00,0.64
60.363,3.75,10.03,517.50,1.96,1.25,0.64
60.382,1.25,9.61,777.50,0.00,0.00,0.64
60.408,1.25,10.20,45.00,0.00,0.00,0.64
60.428,0.00,10.00,870.00,0.00,-1.25,0.64
60.448,1.25,10.06,511.25,0.00,0.00,0.64
60.469,1.25,9.98,888.75,0.00,0.00,0.64
60.489,0.00,9.45,700.00,0.00,-1.25,0.64
60.508,1.25,10.12,117.50,0.00,0.00,0.64
60.528,0.00,9.82,860.00,0.00,1.25,0.64
60.547,-7.50,10.04,490.00,0.00,1.25,0.64
60.567,1.25,9.78,876.25,0.00,0.00,0.64
60.588,0.00,10.03,652.50,1.72,0.00,0.64
60.607,1.25,9.94,561.25,0.00,0.00,0.64
60.627,0.00,9.68,821.25,0.00,0.00,0.64
60.646,-1.25,10.24,691.25,0.00,1.25,0.64
60.666,2.50,9.64,702.50,0.00,0.00,0.64
60.685,1.25,11.26,691.25,0.08,0.00,0.64
60.704,1.25,9.75,783.75,0.00,-1.25,0.64
60.726,1.25,10.75,676.25,0.00,-1.25,0.63
60.746,1.25,10.01,746.25,0.00,-1.25,0.64
60.765,0.00,9.46,741.25,0.00,0.00,0.63
60.785,0.00,10.95,655.00,0.00,0.00,0.64
60.804,1.25,9.87,718.75,0.00,0.00,0.64
60.823,-100.00,10.03,87.50,0.00,-1.25,0.63
60.843,1.25,9.87,871.25,0.00,0.00,0.64
60.862,2.50,9.98,528.75,1.12,-1.25,0.63
60.882,1.25,10.05,762.50,0.00,1.25,0.64
60.903,0.00,9.69,875.00,0.10,0.00,0.63
60.922,21.25,10.03,557.50,2.14,0.00,0.63
60.942,1.25,9.69,345.00,0.00,-1.25,0.63
60.962,-6.25,10.04,703.75,0.00,1.25,0.63
60.983,2.50,9.83,698.75,0.00,-1.25,0.63
61.003,0.00,10.66,683.75,0.00,-1.25,0.63
61.022,60.00,9.96,747.50,0.00,-1.25,0.63
61.041,-1.25,9.54,708.75,0.00,-1.25,0.63
61.061,0.00,11.78,687.50,0.00,1.25,0.63
61.080,0.00,9.68,720.00,0.00,-1.25,0.63
61.103,1.25,10.03,33.75,0.00,0.00,0.63
61.129,0.00,9.57,871.25,0.70,0.00,0.63
61.159,0.00,9.94,698.75,0.00,-1.25,0.63
61.184,1.25,10.02,485.00,0.09,-1.25,0.63
61.210,-1.25,9.95,766.25,0.00,-1.25,0.63
61.235,0.00,10.12,677.50,0.00,1.25,0.63
61.259,0.00,9.91,873.75,0.00,0.00,0.63
61.281,-1.25,10.05,491.25,0.00,0.00,0.63
61.301,1.25,10.00,466.25,0.00,-1.25,0.63
61.322,0.00,9.43,431.25,0.00,-1.25,0.63
61.344,0.00,11.54,873.75,0.00,0.00,0.63
61.368,-1.25,10.06,-188.75,0.00,1.25,0.63
61.401,0.00,9.79,740.00,0.00,1.25,0.63
61.427,0.00,11.67,677.50,0.00,0.00,0.63
61.452,1.25,9.82,881.25,0.00,0.00,0.63
61.478,-5.00,10.05,675.00,0.00,0.00,0.63
61.506,0.00,9.43,507.50,0.00,0.00,0.63
61.533,1.25,9.97,420.00,0.00,-1.25,0.63
61.553,1.25,9.65,762.50,0.00,0.00,0.63
61.573,2.50,10.03,450.00,0.00,0.00,0.63
61.592,0.00,9.65,387.50,0.00,-1.25,0.63
61.612,-7.50,10.04,687.50,0.41,-1.25,0.63
61.633,1.25,9.77,695.00,0.00,0.00,0.63
61.652,1.25,11.58,696.25,0.05,0.00,0.63
61.672,160.00,9.98,778.75,0.00,0.00,0.63
61.691,-1.25,9.50,565.00,0.00,0.00,0.63
61.711,0.00,11.69,701.25,0.00,0.00,0.63
61.730,0.00,9.63,747.50,0.00,0.00,0.63
61.750,0.00,11.55,646.25,0.00,-1.25,0.63
61.771,1.25,9.82,730.00,0.00,1.25,0.63
61.791,0.00,10.06,-253.75,0.00,0.00,0.63
61.810,1.25,10.01,872.50,0.00,-1.25,0.63
61.830,1.25,9.44,742.50,2.20,0.00,0.63
61.849,1.25,10.03,-166.25,0.00,0.00,0.63
61.869,-1.25,9.70,876.25,0.00,0.00,0.63
61.888,2.50,10.04,546.25,2.25,0.00,0.63
61.908,0.00,9.84,380.00,0.00,0.00,0.63
61.928,2.50,10.93,703.75,0.00,0.00,0.63
61.949,63.75,9.97,718.75,0.00,0.00,0.63
61.968,1.25,9.52,872.50,0.18,0.00,0.63
61.988,-1.25,10.03,253.75,0.00,0.00,0.63
62.008,-1.25,9.66,687.50,0.00,1.25,0.63
62.028,1.25,11.63,690.00,0.00,0.00,0.63
62.048,0.00,9.80,717.50,0.00,0.00,0.63
62.068,0.00,10.17,212.50,0.00,0.00,0.62
62.087,1.25,9.95,800.00,0.00,-1.25,0.63
62.106,0.00,9.51,738.75,0.00,0.00,0.63
62.126,2.50,10.44,333.75,0.00,-1.25,0.63
62.147,0.00,9.60,837.50,0.00,0.00,0.63
62.167,0.00,10.05,77.50,0.00,-1.25,0.63
62.188,1.25,9.75,882.50,0.00,-2.50,0.63
62.207,1.25,10.12,42.50,0.00,0.00,0.62
62.226,1.25,10.00,871.25,0.00,0.00,0.63
62.246,1.25,9.63,857.50,0.36,0.00,0.63
62.267,0.00,10.03,-83.75,0.00,0.00,0.63
62.289,0.00,9.53,772.50,0.00,0.00,0.63
62.313,1.25,10.92,696.25,0.00,0.00,0.63
62.332,-1.25,9.62,696.25,0.00,-1.25,0.62
62.352,1.25,10.62,695.00,0.00,-1.25,0.63
62.372,1.25,9.78,868.75,0.00,-1.25,0.62
62.398,-5.00,10.13,690.00,0.00,1.25,0.62
62.421,0.00,9.76,721.25,0.00,0.00,0.63
62.441,2.50,10.04,38.75,0.00,0.00,0.62
62.460,0.00,9.96,871.25,0.00,-1.25,0.62
62.480,1.25,9.39,633.75,0.60,-1.25,0.62
62.500,0.00,10.13,381.25,0.00,0.00,0.62
62.521,1.25,9.63,853.75,0.00,0.00,0.62
62.544,0.00,11.56,697.50,0.00,0.00,0.62
62.569,1.25,9.62,877.50,0.35,0.00,0.62
62.591,0.00,9.97,676.25,0.00,-1.25,0.62
62.619,0.00,9.53,417.50,1.86,0.00,0.62
62.641,1.25,9.98,866.25,0.00,-1.25,0.62
62.665,2.50,9.42,22.50,0.00,-1.25,0.62
62.689,5.00,9.94,736.25,0.00,0.00,0.62
62.711,0.00,10.09,257.50,0.91,-1.25,0.62
62.735,1.25,10.07,366.25,0.00,0.00,0.62
62.754,0.00,9.67,871.25,0.07,-1.25,0.62
62.775,2.50,10.47,611.25,0.00,0.00,0.62
62.795,1.25,9.67,871.25,0.00,1.25,0.62
62.814,2.50,10.04,528.75,0.00,0.00,0.62
62.834,1.25,9.83,870.00,0.00,0.00,0.62
62.853,0.00,10.78,682.50,0.00,-1.25,0.62
62.873,58.75,9.96,751.25,0.00,0.00,0.62
62.892,1.25,9.55,842.50,0.00,0.00,0.62
62.912,1.25,11.62,692.50,0.00,1.25,0.62
62.932,1.25,9.69,495.00,0.00,-1.25,0.62
62.953,0.00,11.62,695.00,0.00,0.00,0.62
62.972,0.00,9.85,758.75,0.00,1.25,0.62
62.992,1.25,9.40,-70.00,0.00,-1.25,0.62
63.012,1.25,11.77,868.75,0.00,0.00,0.62
63.032,0.00,9.52,698.75,0.00,1.25,0.62
63.052,2.50,10.12,692.50,0.00,0.00,0.62
63.072,1.25,9.68,733.75,0.00,1.25,0.62
63.091,3.75,10.04,32.50,0.00,-1.25,0.62
63.111,-1.25,9.90,870.00,0.00,0.00,0.62
63.131,2.50,10.06,525.00,0.00,1.25,0.62
63.150,1.25,10.01,586.25,0.00,0.00,0.62
63.170,0.00,9.58,881.25,0.00,0.00,0.62
63.189,1.25,10.03,383.75,0.00,0.00,0.62
63.210,0.00,9.73,868.75,0.00,-1.25,0.62
63.231,17.50,10.03,537.50,0.00,-1.25,0.62
63.251,0.00,9.81,682.50,0.00,-1.25,0.62
63.272,-3.75,10.97,446.25,1.00,0.00,0.62
63.293,2.50,9.90,395.00,0.00,0.00,0.62
63.312,1.25,9.40,758.75,0.60,0.00,0.62
63.333,1.25,10.10,668.75,0.00,0.00,0.62
63.352,0.00,9.62,881.25,0.00,0.00,0.62
63.372,1.25,10.06,698.75,0.00,0.00,0.62
63.397,1.25,9.61,718.75,0.00,-1.25,0.62
63.417,0.00,10.16,416.25,0.00,-1.25,0.62
63.436,0.00,9.94,880.00,0.00,1.25,0.62
63.456,-8.75,10.03,162.50,0.00,0.00,0.62
63.476,2.50,9.99,693.75,0.00,0.00,0.62
63.495,1.25,9.66,861.25,0.00,0.00,0.62
63.515,-3.75,10.02,501.25,0.00,0.00,0.62
63.535,0.00,9.67,877.50,0.00,0.00,0.62
63.556,-102.50,10.03,35.00,2.49,-1.25,0.62
63.576,1.25,9.79,870.00,0.00,-1.25,0.62
63.597,2.50,10.03,478.75,0.00,0.00,0.62
63.616,1.25,9.92,731.25,0.00,-1.25,0.62
63.636,1.25,9.48,845.00,0.00,1.25,0.62
63.658,1.25,10.29,557.50,0.00,0.00,0.62
63.678,1.25,9.61,856.25,0.00,0.00,0.62
63.697,-7.50,10.04,677.50,0.66,0.00,0.62
63.717,0.00,9.75,703.75,0.00,-1.25,0.62
63.736,-1.25,11.72,690.00,0.09,1.25,0.62
63.756,1.25,9.88,783.75,0.00,0.00,0.62
63.775,-1.25,9.46,557.50,0.00,-1.25,0.62
63.796,-3.75,10.03,731.25,0.00,0.00,0.61
63.816,2.50,9.56,746.25,0.00,0.00,0.62
63.835,-1.25,10.14,657.50,0.00,1.25,0.62
63.855,-1.25,9.84,720.00,0.00,0.00,0.62
63.874,-1.25,10.06,45.00,0.00,-1.25,0.62
63.894,1.25,10.00,865.00,0.00,0.00,0.62
63.914,1.25,9.43,730.00,1.99,-1.25,0.62
63.934,1.25,10.13,-45.00,0.00,-1.25,0.62
63.953,2.50,9.71,873.75,0.00,-1.25,0.62
63.973,0.00,10.03,532.50,1.94,0.00,0.62
63.992,0.00,9.80,358.75,0.00,0.00,0.62
64.012,1.25,11.73,690.00,0.00,0.00,0.62
64.032,42.50,9.95,705.00,0.00,0.00,0.62
64.053,1.25,9.49,821.25,0.20,-1.25,0.62
64.073,1.25,10.04,196.25,0.00,0.00,0.61
64.092,1.25,9.63,652.50,0.00,0.00,0.62
64.111,1.25,11.52,675.00,0.00,0.00,0.61
64.131,2.50,9.76,726.25,0.00,-1.25,0.61
64.150,0.00,10.08,412.50,0.00,-1.25,0.61
64.170,1.25,10.02,887.50,0.00,1.25,0.61
64.189,0.00,9.47,747.50,0.00,-1.25,0.61
64.209,1.25,10.41,547.50,0.00,-1.25,0.61
64.230,0.00,9.76,710.00,0.00,0.00,0.61
64.255,0.00,10.03,92.50,0.00,-1.25,0.61
64.278,0.00,9.70,862.50,0.00,-1.25,0.61
64.300,1.25,10.17,290.00,0.00,-1.25,0.61
64.320,1.25,9.87,873.75,0.00,0.00,0.61
64.339,2.50,10.18,116.25,1.17,0.00,0.61
64.358,1.25,9.89,607.50,0.00,-2.50,0.61
64.382,-1.25,10.04,476.25,0.00,-1.25,0.61
64.403,0.00,9.98,892.50,0.00,-1.25,0.61
64.423,1.25,9.44,545.00,0.00,-1.25,0.61
64.442,1.25,10.21,26.25,0.00,0.00,0.61
64.462,2.50,9.80,868.75,0.00,-1.25,0.61
64.482,-152.50,10.03,497.50,0.00,-1.25,0.61
64.501,1.25,9.81,632.50,0.00,0.00,0.61
64.521,2.50,10.95,601.25,2.40,0.00,0.61
64.541,0.00,9.92,520.00,0.00,0.00,0.61
64.562,1.25,9.66,700.00,0.00,0.00,0.61
64.583,-156.25,10.03,576.25,0.00,0.00,0.61
64.602,0.00,9.62,875.00,0.00,0.00,0.61
64.622,1.25,10.04,445.00,0.47,0.00,0.61
64.642,0.00,9.75,770.00,0.00,0.00,0.61
64.661,1.25,10.75,667.50,0.00,-1.25,0.61
64.680,0.00,9.94,705.00,0.00,0.00,0.61
64.700,0.00,9.46,720.00,0.00,1.25,0.61
64.719,1.25,11.26,661.25,0.00,-1.25,0.61
64.739,1.25,9.81,716.25,0.00,0.00,0.61
64.758,5.00,10.03,51.25,0.00,0.00,0.61
64.777,0.00,9.88,870.00,0.00,1.25,0.61
64.797,1.25,10.07,478.75,0.00,0.00,0.61
64.819,0.00,10.01,376.25,0.00,0.00,0.61
64.838,-1.25,9.67,851.25,0.47,0.00,0.61
64.857,57.50,10.04,43.75,0.00,0.00,0.61
64.880,0.00,9.68,755.00,0.00,-1.25,0.61
64.900,6.25,10.12,82.50,0.00,0.00,0.61
64.921,2.50,9.67,870.00,0.00,1.25,0.61
64.941,1.25,10.04,33.75,0.00,-1.25,0.61
64.960,1.25,9.90,352.50,0.00,0.00,0.61
64.979,2.50,9.57,772.50,0.00,-1.25,0.61
64.999,2.50,10.03,738.75,0.00,-1.25,0.61
65.018,0.00,9.63,432.50,0.00,0.00,0.61
65.038,0.00,11.67,715.00,0.82,1.25,0.61
65.058,1.25,9.76,670.00,0.00,-1.25,0.61
65.077,-1.25,11.18,688.75,0.00,0.00,0.61
